Num,식품코드,,,FoodName,,,,Category,ServingSize,,Kcal,,,,Protein,Fat,Carbo,,,,,,,,,,,,,,,,,,,,,Natrium
9730,P00674,,,껍질째 마시는 제주느낌,,,,음료류,100,,55,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9731,P00675,,,하랑 아로니아 파이팅 골드,,,,음료류,20,,14,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9732,P00676,,,아로니아베리(블랙쵸크베리)음료,,,,음료류,80,,16,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9733,P00677,,,남양 유기농 쌀과자 아기꼬야 7개월부터,,,,"과자류, 빵류 또는 떡류",26,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,5
9734,P00678,,,진양콩으로 진하게 짜낸 두유,,,,음료류,180,,76,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9735,P00679,,,개척1호콩으로 진하게 짜낸 두유,,,,음료류,180,,81,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9736,P00680,,,밥알을 걸러 깔끔한 정 식혜,,,,음료류,175,,55,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9737,P00681,,,제주 자연담은 한라봉 당근즙,,,,음료류,100,,27.6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9738,P00682,,,무등산 빵 서석대,,,,"과자류, 빵류 또는 떡류",30,,120,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,51
9739,P00683,,,무등산 빵 호랑이,,,,"과자류, 빵류 또는 떡류",30,,129,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,46
9740,P00684,,,맑은 도라지 배즙,,,,음료류,120,,45,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9741,P00685,,,단호박 구운과자,,,,"과자류, 빵류 또는 떡류",25,,95,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,50
9742,P00686,,,우리밀 크랜베리 모닝빵,,,,"과자류, 빵류 또는 떡류",260,,810,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,55
9743,P00687,,,으뜸빵 꽈배기,,,,"과자류, 빵류 또는 떡류",50,,155,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,70
9744,P00688,,,우리 찹쌀 팥 도넛,,,,"과자류, 빵류 또는 떡류",70,,160,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,250
9745,P00689,,,버터 롤,,,,"과자류, 빵류 또는 떡류",30,,105,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,60
9746,P00690,,,우리밀 찐빵,,,,"과자류, 빵류 또는 떡류",80,,155,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,170
9747,P00691,,,통밀 식빵,,,,"과자류, 빵류 또는 떡류",95,,245,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,6
9748,P00692,,,현미 식빵,,,,"과자류, 빵류 또는 떡류",95,,263,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,13
9749,P00693,,,쌀 식빵,,,,"과자류, 빵류 또는 떡류",60,,169,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,210
9750,P00694,,,쌀 모닝빵,,,,"과자류, 빵류 또는 떡류",64,,185,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,210
9751,P00695,,,제주 자연담은 키위 케일즙,,,,음료류,100,,42.3,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9752,P00696,,,웰 핫도그 스위트,,,,"과자류, 빵류 또는 떡류",70,,170,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,360
9753,P00697,,,흑미 핫도그,,,,"과자류, 빵류 또는 떡류",50,,110,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,228
9754,P00698,,,피자 소시지빵,,,,"과자류, 빵류 또는 떡류",115,,350,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,565
9755,P00699,,,허니통통,,,,"과자류, 빵류 또는 떡류",30,,160,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,130
9756,P00700,,,헬로 코코몽 유기농버터쿠키,,,,"과자류, 빵류 또는 떡류",33,,161,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,51
9757,P00701,,,크라운 츄러스,,,,"과자류, 빵류 또는 떡류",30,,155,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,75
9758,P00702,,,뻥이요,,,,"과자류, 빵류 또는 떡류",45,,220,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,30
9759,P00703,,,갈릭버터 팝콘,,,,"과자류, 빵류 또는 떡류",30,,140,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,165
9760,P00704,,,행복우리 현미스낵,,,,"과자류, 빵류 또는 떡류",23,,90.8,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,7.4
9761,P00705,,,롯데샌드 깜뜨,,,,"과자류, 빵류 또는 떡류",50,,255,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,160
9762,P00706,,,우리밀 초코웨하스,,,,"과자류, 빵류 또는 떡류",30,,150,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,40
9763,P00707,,,조청유과,,,,"과자류, 빵류 또는 떡류",30,,170,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,75
9764,P00708,,,포카칩 오리지널,,,,"과자류, 빵류 또는 떡류",66,,377,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,280
9765,P00709,,,쿱 호박고구마 스틱,,,,"과자류, 빵류 또는 떡류",34,,150,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,35
9766,P00710,,,구운 나쵸칩,,,,"과자류, 빵류 또는 떡류",40,,180,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,100
9767,P00711,,,우리밀 유정란 전병,,,,"과자류, 빵류 또는 떡류",30,,124,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,40
9768,P00712,,,친환경 찹쌀로 만든 단팥모나카,,,,"과자류, 빵류 또는 떡류",28,,94,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,35
9769,P00713,,,구기자 한과 사각1호,,,,"과자류, 빵류 또는 떡류",100,,425,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,90
9770,P00714,,,공주 알밤 잡곡뻥,,,,"과자류, 빵류 또는 떡류",90,,352.41,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,268.59
9771,P00715,,,강정이랑 산자랑,,,,"과자류, 빵류 또는 떡류",100,,405.29,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,7.72
9772,P00716,,,찹쌀 유과,,,,"과자류, 빵류 또는 떡류",50,,222,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,5
9773,P00717,,,찹쌀 조청유과,,,,"과자류, 빵류 또는 떡류",100,,410,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,40
9774,P00718,,,사과 약과,,,,"과자류, 빵류 또는 떡류",20,,96,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,5
9775,P00719,,,금흑수 흑삼액,,,,음료류,70,,6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9776,P00720,,,데미소다 애플,,,,음료류,200,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9777,P00721,,,갈아만든 배,,,,음료류,200,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9778,P00722,,,가야농장 사과농장,,,,음료류,200,,95,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9779,P00723,,,감귤 주스,,,,음료류,200,,75,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9780,P00724,,,담백한 두유 베지밀 에이,,,,음료류,190,,110,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9781,P00725,,,삼육두유 검은 콩 칼슘,,,,음료류,120,,140,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9782,P00726,,,뽀로로 망고,,,,음료류,100,,130,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9783,P00727,,,냉식혜,,,,음료류,150,,110,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9784,P00728,,,6년근 홍삼액,,,,음료류,90,,6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9785,P00729,,,베리야 블루베리,,,,음료류,80,,77,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9786,P00730,,,유기농 냉수정과,,,,음료류,150,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9787,P00731,,,하루 채소과일,,,,음료류,120,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9788,P00732,,,자연은 데일리톡 적양배추와 5가지 야채과일,,,,음료류,200,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9789,P00733,,,밀키스,,,,음료류,200,,105,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9790,P00734,,,"100% 유기농 야채농장 유기농 과일,야채",,,,음료류,190,,85,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9791,P00735,,,남양 at home 오렌지,,,,음료류,120,,170,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9792,P00736,,,뽀로로 홍삼쏙쏙 포도블루베리,,,,음료류,100,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9793,P00737,,,상큼한 포도,,,,음료류,100,,60,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9794,P00738,,,한살림 두유,,,,음료류,160,,74,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9795,P00740,,,사과 한모금,,,,음료류,120,,58.4,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9796,P00741,,,미닛메이드 망고,,,,음료류,200,,68,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9797,P00742,,,맥콜,,,,음료류,200,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9798,P00743,,,아이키커 사과,,,,음료류,100,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9799,P00744,,,고려인삼-D,,,,음료류,120,,110,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9800,P00745,,,켄터키 핫도그,,,,"과자류, 빵류 또는 떡류",75,,200,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,410
9801,P00746,,,제티 쿠키앤쵸코 드링크,,,,음료류,175,,95,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9802,P00747,,,멸치맛 쌀국수,,,,면류,92,,320,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1870
9803,P00748,,,쟈뎅 까페리얼 블루레몬에이드,,,,음료류,190,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9804,P00749,,,풍요한 아름다움 석류비,,,,음료류,100,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9805,P00750,,,맛있는 모닝토스트 식빵,,,,"과자류, 빵류 또는 떡류",54,,130,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,180
9806,P00751,,,미니 땅콩크림 샌드,,,,"과자류, 빵류 또는 떡류",100,,296,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,350
9807,P00752,,,담백하고 고소한 핫도그,,,,"과자류, 빵류 또는 떡류",75,,225,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,290
9808,P00753,,,팔도 비락 단호박 식혜,,,,음료류,200,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9809,P00754,,,아임리얼 자몽,,,,음료류,190,,80,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9810,P00755,,,플로리다 내추럴 오렌지,,,,음료류,200,,84,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9811,P00756,,,athome오렌지100%,,,,음료류,200,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9812,P00757,,,생칼국수 6인분,,,,면류,167,,445,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,670
9813,P00758,,,유기농 우리밀국수,,,,면류,100,,360,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,810
9814,P00759,,,옛날 고향 찰 당면,,,,면류,20,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,0
9815,P00760,,,동원 생우동 매운맛,,,,면류,190.5,,285,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1530
9816,P00761,,,진공 소면,,,,면류,100,,335,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1000
9817,P00762,,,밀가루를 전혀 사용하지 않은 쌀소면,,,,면류,100,,364,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,610
9818,P00763,,,수연 소면,,,,면류,100,,345,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1770
9819,P00764,,,청수 국수,,,,면류,100,,350,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1315
9820,P00765,,,제티 쵸코렛맛 드링크,,,,음료류,175,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9821,P00766,,,아이키커 오렌지,,,,음료류,100,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9822,P00767,,,홍삼 밥이 쑥쑥 오렌지,,,,음료류,100,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9823,P00768,,,뽀로로 비타 쏙쏙 오렌지파인애플,,,,음료류,180,,7,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9824,P00769,,,천연(泉淵) 사이다,,,,음료류,250,,180,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9825,P00770,,,자연은 140일 포도 100,,,,음료류,200,,120,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9826,P00771,,,자연은 지중해 햇살 100% 착즙 포도,,,,음료류,200,,145,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9827,P00772,,,레몬에이드,,,,음료류,200,,84,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9828,P00774,,,달콤한 삼육두유B,,,,음료류,190,,125,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9829,P00775,,,게토레이 레몬향,,,,음료류,200,,50,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9830,P00776,,,샘표 소면,,,,면류,100,,335,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1000
9831,P00777,,,진미 쫄탱면,,,,면류,200,,660,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1820
9832,P00778,,,예산 국수,,,,면류,100,,345,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,3100
9833,P00779,,,과수원 사과,,,,음료류,200,,68,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9834,P00780,,,오란씨 오렌지,,,,음료류,200,,85,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9835,P00781,,,비락시계,,,,음료류,200,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9836,P00782,,,스마트 식빵,,,,"과자류, 빵류 또는 떡류",100,,246.78,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,359.29
9837,P00783,,,검은콩 식빵,,,,"과자류, 빵류 또는 떡류",100,,246.78,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,359.29
9838,P00784,,,찰당면,,,,면류,20,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,0
9839,P00785,,,우리의 자연 담은 국산100% 자른당면,,,,면류,25,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,14
9840,P00786,,,우리땅에서 자란 우리밀 국수,,,,면류,100,,355,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,694
9841,P00787,,,샘표 잔치국수,,,,면류,113,,365,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,2670
9842,P00788,,,포장 롤,,,,"과자류, 빵류 또는 떡류",250,,740,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,40
9843,P00789,,,올리고 단호박 식혜,,,,음료류,180,,47.4,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9844,P00790,,,초정 탄산수,,,,음료류,200,,0,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9845,P00791,,,배사장네 블루 앤 포도,,,,음료류,110,,64.04,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9846,P00792,,,부추 국수,,,,면류,100,,367.5,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,996.2
9847,P00793,,,우리 백세밀 국수,,,,면류,100,,359.7,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,391.91
9848,P00794,,,우리밀 우유식빵,,,,"과자류, 빵류 또는 떡류",100,,304.11,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,515.62
9849,P00795,,,우리밀 소보로,,,,"과자류, 빵류 또는 떡류",100,,392.84,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,416.59
9850,P00796,,,우유식빵,,,,"과자류, 빵류 또는 떡류",100,,259.3,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,236.8
9851,P00797,,,소보루빵,,,,"과자류, 빵류 또는 떡류",75,,346.38,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,231.4
9852,P00798,,,모닝 빵,,,,"과자류, 빵류 또는 떡류",100,,95.46,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,40.86
9853,P00799,,,식빵,,,,"과자류, 빵류 또는 떡류",100,,146.59,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,248.47
9854,P00800,,,오뚜기 옛날 메밀국수,,,,면류,100,,34,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,1240
9855,P00801,,,소보로빵,,,,"과자류, 빵류 또는 떡류",70,,377,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,304
9856,P00802,,,밀봉 카스테라,,,,"과자류, 빵류 또는 떡류",100,,289,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,204
9857,P00803,,,미니 단팥 페스트리,,,,"과자류, 빵류 또는 떡류",80,,227,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,180
9858,P00804,,,메이플 패스츄리,,,,"과자류, 빵류 또는 떡류",90,,298,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,160
9859,P00805,,,브라우니,,,,"과자류, 빵류 또는 떡류",135,,605,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,181.94
9860,P00806,,,모닝 빵,,,,"과자류, 빵류 또는 떡류",50,,162,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,200.9
9861,P00807,,,치즈 머핀,,,,"과자류, 빵류 또는 떡류",60,,250,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,270
9862,P00808,,,소보로빵,,,,"과자류, 빵류 또는 떡류",80,,323,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,265
9863,P00809,,,리얼 핫,,,,"과자류, 빵류 또는 떡류",70,,210,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,440
9864,P00810,,,면사랑 생콩칼국수,,,,면류,150,,395,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,730
9865,P00811,,,맛있는 모닝 우유식빵,,,,"과자류, 빵류 또는 떡류",54,,140,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,205
9866,P00812,,,샌드위치 식빵,,,,"과자류, 빵류 또는 떡류",80,,245,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,330
9867,P00813,,,우리밀 통밀 식빵,,,,"과자류, 빵류 또는 떡류",60,,185,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,240
9868,P00814,,,무농약 우리밀 칼슘 구운 쵸코도넛,,,,"과자류, 빵류 또는 떡류",100,,390,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,290
9869,P00815,,,우리 쌀 발효와플,,,,"과자류, 빵류 또는 떡류",100,,385,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,200
9870,P00816,,,바게트,,,,"과자류, 빵류 또는 떡류",100,,290,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,420
9871,P00817,,,진한 뉴욕 치즈케익,,,,"과자류, 빵류 또는 떡류",100,,290,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,142
9872,P00818,,,하니 카스테라,,,,"과자류, 빵류 또는 떡류",60,,218,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,32
9873,P00819,,,베지밀 검은콩&16곡 두유팩,,,,음료류,190,,115,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9874,P00820,,,히말라야의 선물 콜드브루,,,,음료류,40,,0,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9875,P00821,,,고려홍삼액,,,,음료류,60,,30,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9876,P00822,,,유기농 사과 바나나 퓨레,,,,음료류,100,,69,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9877,P00823,,,라바짜 에스프레소 크레마 에 구스토,,,,음료류,30,,6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9878,P00824,,,자바칩 브랜디드 아이스드 커피,,,,음료류,40,,190,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9879,P00826,,,콜드브루 by 바빈스키 레드,,,,음료류,12,,2.8,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9880,P00827,,,앤업카페 300 모카 텀블러,,,,음료류,300,,210,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9881,P00828,,,앤업카페 300 마끼아또 텀블러,,,,음료류,300,,200,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9882,P00829,,,앤업카페 라떼 텀블러,,,,음료류,300,,193,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9883,P00830,,,유씨씨 밀크커피,,,,음료류,250,,110,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9884,P00831,,,유씨씨 블랙 넌 슈가,,,,음료류,185,,0,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9885,P00832,,,유씨씨 블랙 딥 앤드 리치,,,,음료류,275,,0,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9886,P00833,,,유씨씨 블렌디드 커피,,,,음료류,185,,60,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9887,P00834,,,유씨씨 쇼쿠닝 커피,,,,음료류,100,,10,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9888,P00835,,,커피빈 커피추출액,,,,음료류,100,,4,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9889,P00836,,,왕소라형 과자,,,,"과자류, 빵류 또는 떡류",40,,196,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,84
9890,P00837,,,고구마형 과자,,,,"과자류, 빵류 또는 떡류",100,,490,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,365
9891,P00838,,,검정 참깨 전병,,,,"과자류, 빵류 또는 떡류",30,,135,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,70
9892,P00839,,,팬케이크,,,,"과자류, 빵류 또는 떡류",26,,108,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,34
9893,P00840,,,모나카,,,,"과자류, 빵류 또는 떡류",26,,83,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,16
9894,P00841,,,참깨스틱 진,,,,"과자류, 빵류 또는 떡류",28,,124,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,137
9895,P00842,,,발효 보리건빵,,,,"과자류, 빵류 또는 떡류",32,,140,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,157
9896,P00843,,,마렝고,,,,"과자류, 빵류 또는 떡류",23,,109,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,35
9897,P00844,,,아꾸뿔레,,,,"과자류, 빵류 또는 떡류",34,,177,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,21
9898,P00845,,,요거트 비스킷 딸기,,,,"과자류, 빵류 또는 떡류",36,,161,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,100
9899,P00846,,,요거트 비스킷 애플,,,,"과자류, 빵류 또는 떡류",36,,161,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9900,P00847,,,따옴 오렌지 주스,,,,음료류,200,,95,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9901,P00848,,,유기농아침 오렌지,,,,음료류,200,,90,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9902,P00849,,,유기농아침 토마토,,,,음료류,200,,80,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9903,P00850,,,소프트 사라다,,,,"과자류, 빵류 또는 떡류",27.92,,125,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9904,P00851,,,슈가포바 스포티 껌 핑크,,,,"과자류, 빵류 또는 떡류",5.5,,20,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9905,P00852,,,오션스프레이 루비 레드 자몽 주스 드링크 ,,,,음료류,200,,100,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9906,P00853,,,골드 메달 스파클링 애플 주스,,,,음료류,296,,180,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9907,P00855,,,화이네 치맥소시지,,,,식육가공품 및 포장육,81,,165,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,385
9908,P00857,,,프리미엄 빅 비엔나,,,,식육가공품 및 포장육,30,,70,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,173
9909,P00858,,,델리 소시지,,,,식육가공품 및 포장육,30,,69.4,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9910,P00860,,,순살 닭가슴살,,,,식육가공품 및 포장육,30,,36,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,199.2
9911,P00861,,,구스베 김밥햄,,,,식육가공품 및 포장육,100,,273,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,820
9912,P00862,,,The 더 건강한 델리햄,,,,식육가공품 및 포장육,100,,230,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,600
9913,P00863,,,스모크 햄 골드,,,,식육가공품 및 포장육,50,,108.5,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9914,P00864,,,G 스모크햄,,,,식육가공품 및 포장육,50,,119.1,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9915,P00865,,,청크 햄,,,,식육가공품 및 포장육,50,,116.9,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9916,P00868,,,포크 소시지,,,,식육가공품 및 포장육,50,,117.5,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9917,P00869,,,후랑크 소시지,,,,식육가공품 및 포장육,50,,116.6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1
9918,P00872,,,오뗄 핫소시지,,,,식육가공품 및 포장육,50,,116.6,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,152
