Num,식품코드,,,FoodName,,,,Category,ServingSize,,Kcal,,,,Protein,Fat,Carbo,,,,,,,,,,,,,,,,,,,,,Natrium
12083,P11032,,,범블비 레몬 앤 페퍼 튜나 카나페 통조림,,,,수산가공식품류,30,,12.18,,,,1.91,0.48,0.11,,,,,,,,,,,,,,,,,,,,,29.65
12084,P11033,,,범블비 무지방 튜나 샐러드 카나페 크래커,,,,"과자류, 빵류 또는 떡류",30,,39.71,,,,1.06,1.06,6.88,,,,,,,,,,,,,,,,,,,,,52.94
12085,P11034,,,범블비 무지방 튜나 샐러드 카나페 통조림,,,,수산가공식품류,30,,7.68,,,,0.77,0,1.21,,,,,,,,,,,,,,,,,,,,,50.49
12086,P11035,,,범블비 선드라이드 토마토 앤 바질 튜나 카나페 크래커,,,,"과자류, 빵류 또는 떡류",30,,42.5,,,,1,1.25,6.5,,,,,,,,,,,,,,,,,,,,,32.5
12087,P11036,,,범블비 선드라이드 토마토 앤 바질 튜나 카나페 통조림,,,,수산가공식품류,30,,11.65,,,,1.69,0.48,0.21,,,,,,,,,,,,,,,,,,,,,32.82
12088,P11037,,,범블비 스파이시 타이칠리 튜나 카나페 크래커,,,,"과자류, 빵류 또는 떡류",30,,42.5,,,,1,1.25,6.5,,,,,,,,,,,,,,,,,,,,,32.5
12089,P11038,,,범블비 스파이시 타이칠리 튜나 카나페 통조림,,,,수산가공식품류,30,,14.29,,,,1.69,0.48,0.85,,,,,,,,,,,,,,,,,,,,,32.82
12090,P11039,,,범블비 치킨샐러드 카나페 크래커,,,,"과자류, 빵류 또는 떡류",30,,42.35,,,,0.53,2.12,5.82,,,,,,,,,,,,,,,,,,,,,60.88
12091,P11040,,,범블비 치킨샐러드 카나페 통조림,,,,기타식품류,30,,15.91,,,,0.88,0.88,1.21,,,,,,,,,,,,,,,,,,,,,47.2
12092,P11041,,,범블비 튜나 샐러드 카나페 크래커,,,,"과자류, 빵류 또는 떡류",30,,42.35,,,,0.53,2.12,5.82,,,,,,,,,,,,,,,,,,,,,60.88
12093,P11042,,,범블비 튜나 샐러드 카나페 통조림,,,,수산가공식품류,30,,23.6,,,,0.77,1.98,0.77,,,,,,,,,,,,,,,,,,,,,35.12
12094,P11043,,,벚꽃쿠키야,,,,"과자류, 빵류 또는 떡류",30,,46.8,,,,0.63,2.79,5.04,,,,,,,,,,,,,,,,,,,,,6.3
12095,P11044,,,베네치안 빈야드 유기농 그래놀라,,,,"과자류, 빵류 또는 떡류",30,,37.64,,,,0.98,1.15,6.22,,,,,,,,,,,,,,,,,,,,,3.27
12096,P11045,,,베로 마니타 아즐 캔디,,,,"과자류, 빵류 또는 떡류",10,,3.75,,,,0,0,0.94,,,,,,,,,,,,,,,,,,,,,0.62
12097,P11046,,,베르깽 과일향 캔디,,,,"과자류, 빵류 또는 떡류",10,,3.68,,,,0,0.07,0.79,,,,,,,,,,,,,,,,,,,,,0
12098,P11047,,,베르니 쥬라웨하스 오리지널,,,,"과자류, 빵류 또는 떡류",30,,46.73,,,,0.35,2.42,5.88,,,,,,,,,,,,,,,,,,,,,8.65
12099,P11048,,,베리 너티 숏브레드 쿠키,,,,"과자류, 빵류 또는 떡류",30,,39,,,,0.6,2.1,4.5,,,,,,,,,,,,,,,,,,,,,12
12100,P11049,,,베리향 캔디,,,,"과자류, 빵류 또는 떡류",10,,3.75,,,,0,0,0.94,,,,,,,,,,,,,,,,,,,,,1.25
12101,P11050,,,베리향 크리머 태피캔디,,,,"과자류, 빵류 또는 떡류",30,,35.36,,,,0,0.8,6.75,,,,,,,,,,,,,,,,,,,,,54.64
12102,P11051,,,베어 비스킷,,,,"과자류, 빵류 또는 떡류",30,,43.71,,,,0.67,1.8,6.17,,,,,,,,,,,,,,,,,,,,,37.03
12103,P11052,,,베이글 러스크 갈릭,,,,"과자류, 빵류 또는 떡류",30,,46.15,,,,0.92,1.35,7.69,,,,,,,,,,,,,,,,,,,,,49.23
12104,P11053,,,베이글 러스크 플레인,,,,"과자류, 빵류 또는 떡류",30,,47.69,,,,0.92,1.54,7.69,,,,,,,,,,,,,,,,,,,,,49.23
12105,P11056,,,베이비스타 도데카이 누들 스낵,,,,"과자류, 빵류 또는 떡류",30,,43.5,,,,0.6,1.8,6.3,,,,,,,,,,,,,,,,,,,,,87
12106,P11057,,,베이비스타 스파이스 치킨맛,,,,"과자류, 빵류 또는 떡류",30,,44.3,,,,0.87,2.03,5.63,,,,,,,,,,,,,,,,,,,,,108
12107,P11058,,,베이비캔디,,,,"과자류, 빵류 또는 떡류",10,,3.57,,,,0,0,0.93,,,,,,,,,,,,,,,,,,,,,0
12108,P11059,,,베이크드 치즈 컬,,,,"과자류, 빵류 또는 떡류",30,,47.62,,,,0.75,2.62,5.25,,,,,,,,,,,,,,,,,,,,,112.5
12109,P11060,,,베이크드 포테이토 크리스피 사워크림 앤 어니언 플래버,,,,"과자류, 빵류 또는 떡류",30,,38.77,,,,0.69,0.92,6.92,,,,,,,,,,,,,,,,,,,,,103.85
12110,P11061,,,베이크드 포테이토 크리스피 오리지날,,,,"과자류, 빵류 또는 떡류",30,,36.69,,,,0.46,0.69,7.15,,,,,,,,,,,,,,,,,,,,,55.38
12111,P11062,,,베이키,,,,"과자류, 빵류 또는 떡류",30,,44.12,,,,0.57,2.68,4.43,,,,,,,,,,,,,,,,,,,,,23.46
12112,P11063,,,베이키 초코,,,,"과자류, 빵류 또는 떡류",30,,143.29,,,,2.12,9.92,11.39,,,,,,,,,,,,,,,,,,,,,55.37
12113,P11064,,,베지 스퀘어,,,,"과자류, 빵류 또는 떡류",30,,41.79,,,,0.32,1.93,5.79,,,,,,,,,,,,,,,,,,,,,80.36
12114,P11065,,,베지 스트로우,,,,"과자류, 빵류 또는 떡류",30,,41.79,,,,0.32,2.25,4.82,,,,,,,,,,,,,,,,,,,,,93.21
12115,P11066,,,베지즈 에어프라이드 바나나칩,,,,"과자류, 빵류 또는 떡류",30,,39,,,,0.3,1.2,6.9,,,,,,,,,,,,,,,,,,,,,0
12116,P11067,,,베지즈 에어프라이드 잭푸르트 칩,,,,"과자류, 빵류 또는 떡류",30,,39.6,,,,0.36,1.44,7.56,,,,,,,,,,,,,,,,,,,,,5.4
12117,P11068,,,베지즈 에어프라이드 파인애플 칩,,,,"과자류, 빵류 또는 떡류",30,,36,,,,0.36,0.72,7.56,,,,,,,,,,,,,,,,,,,,,7.2
12118,P11069,,,벨지안 다크 초코 청크 앤 헤이즐넛 쿠키,,,,"과자류, 빵류 또는 떡류",30,,47.92,,,,0.54,2.74,5.13,,,,,,,,,,,,,,,,,,,,,31.5
12119,P11070,,,벨지안 카라멜라이즈 쿠키,,,,"과자류, 빵류 또는 떡류",30,,42.3,,,,0.6,1.68,6.3,,,,,,,,,,,,,,,,,,,,,34.5
12120,P11071,,,벨지안 화이트 초코 청크 앤 레몬 쿠키,,,,"과자류, 빵류 또는 떡류",30,,44.1,,,,0.45,2.2,5.4,,,,,,,,,,,,,,,,,,,,,31.5
12121,P11072,,,벨지안 스페큘러스 쿠키,,,,"과자류, 빵류 또는 떡류",30,,42.3,,,,0.72,1.62,6.3,,,,,,,,,,,,,,,,,,,,,30.6
12122,P11073,,,별따먹자,,,,"과자류, 빵류 또는 떡류",30,,46.36,,,,0.55,2.18,6.27,,,,,,,,,,,,,,,,,,,,,49.09
12123,P11074,,,별따먹자 콩고물맛,,,,"과자류, 빵류 또는 떡류",30,,104.65,,,,1.46,4.87,13.63,,,,,,,,,,,,,,,,,,,,,63.28
12124,P11075,,,별모양 초코콘,,,,"과자류, 빵류 또는 떡류",30,,50.08,,,,0.46,3.23,5.08,,,,,,,,,,,,,,,,,,,,,6
12125,P11076,,,별뽀빠이,,,,"과자류, 빵류 또는 떡류",30,,40.5,,,,0.6,1.26,6.6,,,,,,,,,,,,,,,,,,,,,25.5
12126,P11077,,,별색 모나카,,,,"과자류, 빵류 또는 떡류",30,,30.44,,,,0.33,0.01,7.26,,,,,,,,,,,,,,,,,,,,,10.12
12127,P11078,,,보나비타 무슬리,,,,"과자류, 빵류 또는 떡류",30,,41.1,,,,0.6,1.5,6.6,,,,,,,,,,,,,,,,,,,,,22.5
12128,P11079,,,보라칩,,,,"과자류, 빵류 또는 떡류",30,,34.2,,,,0.28,0.44,7.32,,,,,,,,,,,,,,,,,,,,,2.49
12129,P11080,,,보르그레베 링비스킷,,,,"과자류, 빵류 또는 떡류",30,,48.6,,,,0.45,2.7,5.62,,,,,,,,,,,,,,,,,,,,,18
12130,P11081,,,보르그레베 버터쿠키,,,,"과자류, 빵류 또는 떡류",30,,42.75,,,,0.54,1.58,6.53,,,,,,,,,,,,,,,,,,,,,27
12131,P11082,,,보르그레베 숏브레드 비스킷,,,,"과자류, 빵류 또는 떡류",30,,47.7,,,,0.45,2.7,5.4,,,,,,,,,,,,,,,,,,,,,18.9
12132,P11083,,,보르그레베 스파이스드 아몬드 비스킷,,,,"과자류, 빵류 또는 떡류",30,,44.1,,,,0.6,2.1,5.7,,,,,,,,,,,,,,,,,,,,,27
12133,P11084,,,보르그레베 카라멜 비스킷,,,,"과자류, 빵류 또는 떡류",30,,42.12,,,,0.36,1.8,6.12,,,,,,,,,,,,,,,,,,,,,27
12134,P11085,,,보석바,,,,빙과류,100,,70,,,,0,0.7,19,,,,,,,,,,,,,,,,,,,,,0
12135,P11086,,,보석캔디,,,,"과자류, 빵류 또는 떡류",10,,29.64,,,,0,0.02,7.54,,,,,,,,,,,,,,,,,,,,,4.11
12136,P11087,,,보울더 캐년 스피니치 앤 아티초크 포테이토 칩스,,,,"과자류, 빵류 또는 떡류",30,,45,,,,0.64,2.25,5.46,,,,,,,,,,,,,,,,,,,,,51.43
12137,P11088,,,보울더 캐년 히커리 비비큐 포테이토 칩,,,,"과자류, 빵류 또는 떡류",30,,45,,,,0.64,2.25,5.46,,,,,,,,,,,,,,,,,,,,,56.25
12138,P11089,,,보이바왕 콘닉크 레촌마녹 플레이버,,,,"과자류, 빵류 또는 떡류",30,,39.9,,,,0.9,1.5,6,,,,,,,,,,,,,,,,,,,,,81
12139,P11090,,,보이바왕 콘닉크 마늘맛,,,,"과자류, 빵류 또는 떡류",30,,44.7,,,,0.9,2.1,5.7,,,,,,,,,,,,,,,,,,,,,69
12140,P11091,,,복숭아 구미100,,,,"과자류, 빵류 또는 떡류",10,,3.22,,,,0.04,0,0.75,,,,,,,,,,,,,,,,,,,,,0.3
12141,P11092,,,복숭아맛 요거트 푸딩,,,,"과자류, 빵류 또는 떡류",100,,114.29,,,,1.43,0,25.71,,,,,,,,,,,,,,,,,,,,,85.71
12142,P11093,,,복숭아향 고리모양 젤리,,,,"과자류, 빵류 또는 떡류",10,,3.34,,,,0.05,0,0.78,,,,,,,,,,,,,,,,,,,,,0.4
12143,P11094,,,복숭아향 트위스트,,,,"과자류, 빵류 또는 떡류",10,,3.16,,,,0.03,0.03,0.76,,,,,,,,,,,,,,,,,,,,,1.18
12144,P11095,,,복숭아향 하트모양 젤리,,,,"과자류, 빵류 또는 떡류",10,,3.36,,,,0.05,0,0.79,,,,,,,,,,,,,,,,,,,,,0.4
12145,P11096,,,김치볶음밥,,,,즉석식품류,100,,138,,,,3.6,2.9,24.5,,,,,,,,,,,,,,,,,,,,,677
12146,P11097,,,잡채볶음밥,,,,즉석식품류,100,,132,,,,3,3.8,21.4,,,,,,,,,,,,,,,,,,,,,648
12147,P11098,,,콩나물볶음밥,,,,즉석식품류,100,,151,,,,4.1,1,31.4,,,,,,,,,,,,,,,,,,,,,648
12148,P11099,,,본보네띠 본스틱,,,,"과자류, 빵류 또는 떡류",30,,43.2,,,,0.72,1.69,6.12,,,,,,,,,,,,,,,,,,,,,13.68
12149,P11100,,,볼우반,,,,"과자류, 빵류 또는 떡류",30,,47.7,,,,0.72,3.06,4.32,,,,,,,,,,,,,,,,,,,,,36
12150,P11101,,,볼제너뮬러 유기농 다크초콜릿 쿠키,,,,"과자류, 빵류 또는 떡류",30,,44.13,,,,0.65,2.35,5.08,,,,,,,,,,,,,,,,,,,,,8.95
12151,P11102,,,볼제너뮬러 유기농 밀 튀밥,,,,"과자류, 빵류 또는 떡류",30,,33.19,,,,0.58,0.07,7.56,,,,,,,,,,,,,,,,,,,,,0
12152,P11103,,,볼제너뮬러 유기농 콘플레이크,,,,"과자류, 빵류 또는 떡류",30,,31.25,,,,0.61,0,7.2,,,,,,,,,,,,,,,,,,,,,72
12153,P11104,,,볼제너뮬러 유기농 통밀 동물모양 쿠키,,,,"과자류, 빵류 또는 떡류",30,,41.4,,,,0.74,1.8,5.57,,,,,,,,,,,,,,,,,,,,,0.01
12154,P11105,,,뵤도 유기농 그리씨니 클레식,,,,"과자류, 빵류 또는 떡류",30,,37.5,,,,0.9,0.96,6.3,,,,,,,,,,,,,,,,,,,,,63
12155,P11106,,,부르본 루베라,,,,"과자류, 빵류 또는 떡류",30,,48.6,,,,0.54,2.7,5.4,,,,,,,,,,,,,,,,,,,,,19.8
12156,P11107,,,부르본 아지고노미,,,,"과자류, 빵류 또는 떡류",30,,42.46,,,,0.84,1.84,5.63,,,,,,,,,,,,,,,,,,,,,53.96
12157,P11108,,,부르본 키도리꼬,,,,"과자류, 빵류 또는 떡류",30,,45,,,,0.54,1.92,6.27,,,,,,,,,,,,,,,,,,,,,21
12158,P11109,,,부지아 세브,,,,"과자류, 빵류 또는 떡류",30,,50.7,,,,1.2,3.6,4.2,,,,,,,,,,,,,,,,,,,,,48.6
12159,P11110,,,부침가루,,,,농산가공식품류,100,,348,,,,8.9,1.3,75.1,,,,,,,,,,,,,,,,,,,,,1020
12160,P11111,,,부카네브,,,,"과자류, 빵류 또는 떡류",30,,41.59,,,,0.68,1.41,6.42,,,,,,,,,,,,,,,,,,,,,0.02
12161,P11112,,,북해도 쯔부쯔부 아즈키 모나카,,,,"과자류, 빵류 또는 떡류",30,,28.42,,,,0.47,0.05,6.39,,,,,,,,,,,,,,,,,,,,,3.55
12162,P11113,,,불가리 딸기모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.56,,,,0.03,0,0.88,,,,,,,,,,,,,,,,,,,,,0.44
12163,P11114,,,불가리 레드공 모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.61,,,,0.03,0,0.89,,,,,,,,,,,,,,,,,,,,,0.44
12164,P11115,,,불가리 레몬 모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.56,,,,0.03,0,0.88,,,,,,,,,,,,,,,,,,,,,0.44
12165,P11116,,,불가리 옐로우공 모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.61,,,,0.03,0,0.89,,,,,,,,,,,,,,,,,,,,,0.44
12166,P11117,,,불가리 오렌지 모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.56,,,,0.03,0,0.88,,,,,,,,,,,,,,,,,,,,,0.44
12167,P11118,,,불가리 화이트공 모양 마쉬멜로,,,,"과자류, 빵류 또는 떡류",10,,3.61,,,,0.03,0,0.89,,,,,,,,,,,,,,,,,,,,,0.44
12168,P11119,,,불가사리 모양 구미젤리,,,,"과자류, 빵류 또는 떡류",10,,3.33,,,,0.07,0,0.8,,,,,,,,,,,,,,,,,,,,,0.5
12169,P11120,,,뷰티플 덴마크 데니쉬 버터쿠키,,,,"과자류, 빵류 또는 떡류",30,,42.3,,,,0.6,1.8,5.7,,,,,,,,,,,,,,,,,,,,,24
12170,P11121,,,브라고 오리지널,,,,"과자류, 빵류 또는 떡류",30,,42,,,,0.6,1.6,6.4,,,,,,,,,,,,,,,,,,,,,36
12171,P11122,,,브라고 폴콘,,,,"과자류, 빵류 또는 떡류",30,,41,,,,0.6,1.6,6,,,,,,,,,,,,,,,,,,,,,36
12172,P11123,,,브라우니,,,,"과자류, 빵류 또는 떡류",30,,45.95,,,,0.47,2.37,5.68,,,,,,,,,,,,,,,,,,,,,8.29
12173,P11124,,,브라우니 쿠키,,,,"과자류, 빵류 또는 떡류",30,,45.67,,,,0.45,2.47,5.4,,,,,,,,,,,,,,,,,,,,,21.38
12174,P11125,,,브라운 바나나칩,,,,"과자류, 빵류 또는 떡류",30,,26.64,,,,1.8,0.72,2.16,,,,,,,,,,,,,,,,,,,,,54
12175,P11126,,,브이셀렉트 망고푸딩 젤리,,,,"과자류, 빵류 또는 떡류",10,,0.47,,,,0,0.01,0.1,,,,,,,,,,,,,,,,,,,,,0.29
12176,P11127,,,브이셀렉트 믹스 젤리,,,,"과자류, 빵류 또는 떡류",10,,0.43,,,,0,0,0.11,,,,,,,,,,,,,,,,,,,,,0.15
12177,P11128,,,브이셀렉트 백도 젤리,,,,"과자류, 빵류 또는 떡류",10,,0.39,,,,0,0,0.1,,,,,,,,,,,,,,,,,,,,,0.15
12178,P11129,,,브이셀렉트 포도&알로에 젤리,,,,"과자류, 빵류 또는 떡류",10,,0.4,,,,0,0,0.1,,,,,,,,,,,,,,,,,,,,,0.17
12179,P11130,,,블랙 미니 바스켓,,,,"과자류, 빵류 또는 떡류",30,,25.5,,,,0.3,0.63,4.8,,,,,,,,,,,,,,,,,,,,,9
12180,P11131,,,블랙 미니 콘,,,,"과자류, 빵류 또는 떡류",30,,26.1,,,,0.3,0.63,4.8,,,,,,,,,,,,,,,,,,,,,9
12181,P11132,,,블랙 타르트 쉘,,,,"과자류, 빵류 또는 떡류",30,,31.5,,,,0.6,1.5,3.9,,,,,,,,,,,,,,,,,,,,,5.4
12182,P11133,,,블록형 캔디,,,,"과자류, 빵류 또는 떡류",10,,3.57,,,,0,0,0.93,,,,,,,,,,,,,,,,,,,,,0
12183,P11134,,,블루 페퍼민트 캔디,,,,"과자류, 빵류 또는 떡류",10,,3.75,,,,0,0,0.94,,,,,,,,,,,,,,,,,,,,,1.25
12184,P11135,,,블루 라스베리향 타피,,,,"과자류, 빵류 또는 떡류",30,,36.43,,,,0,0.43,8.14,,,,,,,,,,,,,,,,,,,,,0
12185,P11136,,,블루베리 아몬드 버터쿠키,,,,"과자류, 빵류 또는 떡류",30,,46.2,,,,0.72,2.4,5.4,,,,,,,,,,,,,,,,,,,,,33.6
12186,P11137,,,블루베리맛 요거트 푸딩,,,,"과자류, 빵류 또는 떡류",100,,114.29,,,,1.43,0,25.71,,,,,,,,,,,,,,,,,,,,,85.71
12187,P11138,,,블루베리잼 쿠키,,,,"과자류, 빵류 또는 떡류",30,,41.25,,,,0.38,1.76,6,,,,,,,,,,,,,,,,,,,,,0
12188,P11139,,,블루베리향 태피,,,,"과자류, 빵류 또는 떡류",30,,35.36,,,,0,0.64,7.07,,,,,,,,,,,,,,,,,,,,,54.64
12189,P11140,,,블리스풀 초콜릿티 브라우니,,,,"과자류, 빵류 또는 떡류",30,,33,,,,0.6,2.4,5.4,,,,,,,,,,,,,,,,,,,,,34.5
12190,P11141,,,비단박하,,,,"과자류, 빵류 또는 떡류",10,,3.94,,,,0,0,0.98,,,,,,,,,,,,,,,,,,,,,0.03
12191,P11142,,,비달 악어모양 구미,,,,"과자류, 빵류 또는 떡류",10,,3.38,,,,0.06,0,0.78,,,,,,,,,,,,,,,,,,,,,0.47
12192,P11143,,,비달 프라이계란 모양,,,,"과자류, 빵류 또는 떡류",10,,3.3,,,,0.04,0,0.78,,,,,,,,,,,,,,,,,,,,,0.43
12193,P11144,,,비스카 다이제스티브,,,,"과자류, 빵류 또는 떡류",30,,41.4,,,,0.72,1.8,5.94,,,,,,,,,,,,,,,,,,,,,45
12194,P11145,,,비스카 야채크래커,,,,"과자류, 빵류 또는 떡류",30,,39.82,,,,1.36,1.36,5.45,,,,,,,,,,,,,,,,,,,,,40.91
12195,P11146,,,비스카 초코칩쿠키,,,,"과자류, 빵류 또는 떡류",30,,42,,,,0.33,2,5.33,,,,,,,,,,,,,,,,,,,,,28
12196,P11147,,,비스코토 초콜릿향 바닐라향 카푸치노향 와퍼스틱,,,,"과자류, 빵류 또는 떡류",30,,43.8,,,,0.6,1.8,6.3,,,,,,,,,,,,,,,,,,,,,7.5
12197,P11148,,,비스킷 셀렉션,,,,"과자류, 빵류 또는 떡류",30,,43.8,,,,0.66,1.89,6.06,,,,,,,,,,,,,,,,,,,,,30
12198,P11149,,,비스킷 위드 캔디드오렌지필 앤 코코아,,,,"과자류, 빵류 또는 떡류",30,,36.6,,,,0.6,0.72,6.9,,,,,,,,,,,,,,,,,,,,,3.6
12199,P11150,,,"비스킷 위드 헤이즐넛,코코아",,,,"과자류, 빵류 또는 떡류",30,,43.8,,,,0.6,1.8,6.3,,,,,,,,,,,,,,,,,,,,,6.3
12200,P11151,,,비스켓 KFC,,,,즉석식품류,70,,157.29,,,,3.48,8.77,17.64,,,,,,,,,,,,,,,,,,,,,490
12201,P11152,,,비스킷위드 아몬드 앤 밀크 초콜릿,,,,"과자류, 빵류 또는 떡류",30,,48,,,,0.3,2.1,6.9,,,,,,,,,,,,,,,,,,,,,3
12202,P11153,,,비엔나 산드링게,,,,"과자류, 빵류 또는 떡류",30,,48.24,,,,0.72,2.52,5.4,,,,,,,,,,,,,,,,,,,,,16.2
12203,P11154,,,비엔나 커피 와퍼,,,,"과자류, 빵류 또는 떡류",30,,41.4,,,,0.6,1.8,5.7,,,,,,,,,,,,,,,,,,,,,9
12204,P11155,,,비엔씨 비스켓 엔 쿠키 브리젤,,,,"과자류, 빵류 또는 떡류",30,,45.58,,,,0.52,2.58,5.05,,,,,,,,,,,,,,,,,,,,,45
12205,P11156,,,비타민C젤리 포도,,,,"과자류, 빵류 또는 떡류",10,,30.51,,,,0.65,0.01,6.95,,,,,,,,,,,,,,,,,,,,,5.31
12206,P11157,,,비타민이 좋아하는 해남산 단호박쿠키,,,,"과자류, 빵류 또는 떡류",30,,158.73,,,,1.38,7.75,21.51,,,,,,,,,,,,,,,,,,,,,91.85
12207,P11158,,,비터 코코아 비스킷,,,,"과자류, 빵류 또는 떡류",30,,45,,,,0.55,1.91,7.91,,,,,,,,,,,,,,,,,,,,,28.91
12208,P11159,,,빅샌드 딸기맛,,,,"과자류, 빵류 또는 떡류",30,,46.1,,,,0.44,2.19,6.16,,,,,,,,,,,,,,,,,,,,,23.61
12209,P11160,,,빅샌드 초코맛,,,,"과자류, 빵류 또는 떡류",30,,46.18,,,,0.52,2.22,6.02,,,,,,,,,,,,,,,,,,,,,26.44
12210,P11161,,,빅카라멜콘 초코,,,,"과자류, 빵류 또는 떡류",30,,46.44,,,,0.36,2.31,6.05,,,,,,,,,,,,,,,,,,,,,23.92
12211,P11162,,,빅키페그 아기 치발 과자,,,,"과자류, 빵류 또는 떡류",30,,35.53,,,,1.66,0.12,7.11,,,,,,,,,,,,,,,,,,,,,0
12212,P11163,,,빅토리 버터스카치 캔디,,,,"과자류, 빵류 또는 떡류",10,,4.38,,,,0,0.08,0.92,,,,,,,,,,,,,,,,,,,,,1.92
12213,P11164,,,빅토리 크림 커피 캔디,,,,"과자류, 빵류 또는 떡류",10,,4.23,,,,0,0.08,0.92,,,,,,,,,,,,,,,,,,,,,1.15
12214,P11165,,,빙고 더블초코쿠키,,,,"과자류, 빵류 또는 떡류",30,,38.89,,,,0.61,0.9,7.2,,,,,,,,,,,,,,,,,,,,,36
12215,P11166,,,빙고 바닐라쿠키,,,,"과자류, 빵류 또는 떡류",30,,38.89,,,,0.61,0.61,7.49,,,,,,,,,,,,,,,,,,,,,37.51
12216,P11167,,,빙그레 레몬에이드,,,,빙과류,100,,45.43,,,,0,0.25,10.8,,,,,,,,,,,,,,,,,,,,,15.43
12217,P11168,,,빠다&치즈,,,,"과자류, 빵류 또는 떡류",30,,43.92,,,,0.63,1.98,5.94,,,,,,,,,,,,,,,,,,,,,55.26
12218,P11169,,,빠다코코낫,,,,"과자류, 빵류 또는 떡류",100,,507,,,,6,24,66,,,,,,,,,,,,,,,,,,,,,244
12219,P11170,,,빨렘방수퍼,,,,"과자류, 빵류 또는 떡류",30,,45,,,,0.75,2.25,0,,,,,,,,,,,,,,,,,,,,,42
12220,P11171,,,쵸코소보르빵,,,,"과자류, 빵류 또는 떡류",70,,240.1,,,,4.36,8.77,35.92,,,,,,,,,,,,,,,,,,,,,71.05
12221,P11172,,,메론맛 샌드,,,,"과자류, 빵류 또는 떡류",70,,235.69,,,,3.58,7.94,37.49,,,,,,,,,,,,,,,,,,,,,137.69
12222,P11173,,,스위스 시트,,,,"과자류, 빵류 또는 떡류",70,,206.78,,,,3.58,2.11,43.37,,,,,,,,,,,,,,,,,,,,,65.17
12223,P11174,,,콤비롤,,,,"과자류, 빵류 또는 떡류",70,,238.63,,,,3.28,8.53,37.19,,,,,,,,,,,,,,,,,,,,,74.97
12224,P11175,,,피자롤,,,,"과자류, 빵류 또는 떡류",70,,110.74,,,,7.59,2.45,14.6,,,,,,,,,,,,,,,,,,,,,166.6
12225,P11176,,,화이트롤,,,,"과자류, 빵류 또는 떡류",70,,233.73,,,,0.39,7.55,41.06,,,,,,,,,,,,,,,,,,,,,136.71
12226,P11177,,,순옥수수빵,,,,"과자류, 빵류 또는 떡류",70,,213.15,,,,2.69,3.38,42.97,,,,,,,,,,,,,,,,,,,,,533.12
12227,P11178,,,몽쉘통통,,,,초콜릿류,70,,244.51,,,,2.2,15.58,23.67,,,,,,,,,,,,,,,,,,,,,60.27
12228,P11179,,,줌,,,,초콜릿류,70,,240.1,,,,1.96,14.21,26.46,,,,,,,,,,,,,,,,,,,,,68.6
12229,P11180,,,초코파이,,,,초콜릿류,70,,208.25,,,,1.96,8.33,31.36,,,,,,,,,,,,,,,,,,,,,78.4
12230,P11181,,,옥수수 카스테라,,,,"과자류, 빵류 또는 떡류",70,,243.04,,,,3.67,9.36,36.01,,,,,,,,,,,,,,,,,,,,,78.89
12231,P11182,,,카스타드,,,,"과자류, 빵류 또는 떡류",70,,232.75,,,,2.84,12.98,25.14,,,,,,,,,,,,,,,,,,,,,49.98
12232,P11183,,,카스텔라,,,,"과자류, 빵류 또는 떡류",70,,204.82,,,,3.58,1.76,43.66,,,,,,,,,,,,,,,,,,,,,66.64
12233,P11184,,,팥콩 카스테라,,,,"과자류, 빵류 또는 떡류",70,,241.57,,,,3.67,9.11,36.21,,,,,,,,,,,,,,,,,,,,,78.4
12234,P11185,,,단팥빵,,,,"과자류, 빵류 또는 떡류",70,,215.11,,,,3.33,3.82,37.88,,,,,,,,,,,,,,,,,,,,,123.48
12235,P11186,,,산토스 페스튜리,,,,"과자류, 빵류 또는 떡류",70,,237.65,,,,3.77,8.67,36.11,,,,,,,,,,,,,,,,,,,,,211.19
12236,P11187,,,센스 페스튜리,,,,"과자류, 빵류 또는 떡류",70,,243.04,,,,3.72,9.36,35.97,,,,,,,,,,,,,,,,,,,,,216.09
12237,P11188,,,아놀드 페스튜리,,,,"과자류, 빵류 또는 떡류",70,,240.59,,,,3.72,8.92,36.36,,,,,,,,,,,,,,,,,,,,,213.64
12238,P11189,,,하모니카 페스튜리,,,,"과자류, 빵류 또는 떡류",70,,236.67,,,,3.67,8.13,37.19,,,,,,,,,,,,,,,,,,,,,210.21
12239,P11190,,,찰호떡,,,,"과자류, 빵류 또는 떡류",70,,227.85,,,,3.97,6.32,38.76,,,,,,,,,,,,,,,,,,,,,122.01
12240,P11191,,,빵가루,,,,기타식품류,70,,171.5,,,,5.64,0.78,35.48,,,,,,,,,,,,,,,,,,,,,265.58
12241,P11192,,,생 빵가루,,,,농산가공식품류,70,,201.39,,,,6.61,1.08,41.31,,,,,,,,,,,,,,,,,,,,,303.8
12242,P11193,,,하이얀 빵가루,,,,농산가공식품류,70,,201.39,,,,6.91,1.08,41.01,,,,,,,,,,,,,,,,,,,,,303.31
12243,P11194,,,뻥소리,,,,"과자류, 빵류 또는 떡류",30,,39.15,,,,0.36,0.9,7.47,,,,,,,,,,,,,,,,,,,,,15.3
